"time","BESS.SOC"
34200.00000342041,0.5
35098.99828767123,0.5
35100,0.5
35100,0.5
35100.00000351049,0.5
35100.00000351049,0.5
35998.97260273973,0.5
36000,0.5
36000,0.5
36000.00000360022,0.5
36000.00000360022,0.5
36898.94691780822,0.5
36900,0.5
36900,0.5
36900.00000369049,0.5
36900.00000369049,0.5
37798.92123287671,0.5
37800,0.5
37800,0.5
37800.00000378032,0.5
37800.00000378032,0.5
38698.89554794521,0.5
38700,0.5
38700,0.5
38700.00000387031,0.5
38700.00000387031,0.5
39598.8698630137,0.5
39600,0.5
39600,0.5
39600.00000396013,0.5
39600.00000396013,0.5
40498.84417808219,0.5
40500,0.5
40500,0.5
40500.00000405042,0.5
40500.00000405042,0.5
41398.81849315068,0.5
41400,0.5
41400,0.5
41400.00000414014,0.5
41400.00000414014,0.5
42298.79280821918,0.5
42300,0.5
42300,0.5
42300.00000423098,0.5
42300.00000423098,0.5
43198.76712328767,0.5
43200,0.5
43200,0.5
43200.00000432027,0.5
43200.00000432027,0.5
44098.74143835616,0.5
44100,0.5
44100,0.5
44100.00000441025,0.5
44100.00000441025,0.5
44998.71575342466,0.5
45000,0.5
45000,0.5
45000.0000045003,0.5
45000.0000045003,0.5
45898.69006849315,0.5
45900,0.5
45900,0.5
45900.00000459047,0.5
45900.00000459047,0.5
46798.66438356164,0.5
46800,0.5
46800,0.5
46800.0000046803,0.5
46800.0000046803,0.5
47698.63869863014,0.5
47700,0.5
47700,0.5
47700.00000477047,0.5
47700.00000477047,0.5
48598.61301369863,0.5
48600,0.5
48600,0.5
48600.00000486012,0.5
48600.00000486012,0.5
49498.58732876712,0.5
49500,0.5
49500,0.5
49500.00000495036,0.5
49500.00000495036,0.5
50398.56164383562,0.5
50400,0.5
50400,0.5
50400.00000504074,0.5
50400.00000504074,0.5
51298.53595890411,0.5
51300,0.5
51300,0.5
51300.00000513037,0.5
51300.00000513037,0.5
52198.51027397261,0.5
52200,0.5
52200,0.5
52200.00000522081,0.5
52200.00000522081,0.5
53098.48458904109,0.5
53100,0.5
53100,0.5
53100.00000531103,0.5
53100.00000531103,0.5
53998.45890410959,0.5
54000,0.5
54000,0.5
54000.00000540013,0.5
54000.00000540013,0.5
54898.43321917808,0.5
54900,0.5
54900,0.5
54900.00000549083,0.5
54900.00000549083,0.5
55798.40753424657,0.5
55800,0.5
55800,0.5
55800.00000558024,0.5
55800.00000558024,0.5
56698.38184931507,0.5
56700,0.5
56700,0.5
56700.00000567074,0.5
56700.00000567074,0.5
57598.35616438356,0.5
57600,0.5
57600,0.5
57600.00000576045,0.5
57600.00000576045,0.5
58498.33047945205,0.5
58500,0.5
58500,0.5
58500.00000585013,0.5
58500.00000585013,0.5
59398.30479452055,0.5
59400,0.5
59400,0.5
59400.00000594022,0.5
59400.00000594022,0.5
60298.27910958904,0.5
60300,0.5
60300,0.5
60300.00000603109,0.5
60300.00000603109,0.5
61198.25342465754,0.5
61200,0.5
61200,0.5
61200.00000612101,0.5
61200.00000612101,0.5
62098.22773972603,0.5
62100,0.5
62100,0.5
62100.0000062101,0.5
62100.0000062101,0.5
62998.20205479452,0.5
63000,0.5
63000,0.5
63000.00000630064,0.5
63000.00000630064,0.5
63898.17636986302,0.5
63900,0.5
63900,0.5
63900.00000639075,0.5
63900.00000639075,0.5
64798.1506849315,0.5
64800,0.5
64800,0.5
64800.00000648065,0.5
64800.00000648065,0.5
65698.125,0.5
65700,0.5
65700,0.5
65700.00000657013,0.5
65700.00000657013,0.5
66598.0993150685,0.5
66600,0.5
66600,0.5
66600.00000666028,0.5
66600.00000666028,0.5
67498.07363013699,0.5
67500,0.5
67500,0.5
67500.00000675055,0.5
67500.00000675055,0.5
68398.04794520549,0.5
68400,0.5
68400,0.5
68400.00000684033,0.5
68400.00000684033,0.5
69298.02226027397,0.5
69300,0.5
69300,0.5
69300.00000693047,0.5
69300.00000693047,0.5
70197.99657534246,0.5
70200,0.5
70200,0.5
70200.00000702133,0.5
70200.00000702133,0.5
71097.97089041096,0.5
71100,0.5
71100,0.5
71100.00000711059,0.5
71100.00000711059,0.5
71997.94520547945,0.5
72000,0.5
72000,0.5
72000.00000720051,0.5
72000.00000720051,0.5
72897.91952054795,0.5
72900,0.5
72900,0.5
72900.00000729071,0.5
72900.00000729071,0.5
73797.89383561644,0.5
73800,0.5
73800,0.5
73800.0000073805,0.5
73800.0000073805,0.5
74697.86815068492,0.5
74700,0.5
74700,0.5
74700.00000747027,0.5
74700.00000747027,0.5
75597.84246575342,0.5
75600,0.5
75600,0.5
75600.00000756134,0.5
75600.00000756134,0.5
76497.81678082192,0.5
76500,0.5
76500,0.5
76500.00000765086,0.5
76500.00000765086,0.5
77397.79109589041,0.5
77400,0.5
77400,0.5
77400.00000774041,0.5
77400.00000774041,0.5
78297.76541095891,0.5
78300,0.5
78300,0.5
78300.00000783072,0.5
78300.00000783072,0.5
79197.7397260274,0.5
79200,0.5
79200,0.5
79200.00000792077,0.5
79200.00000792077,0.5
80097.7140410959,0.5
80100,0.5
80100,0.5
80100.00000801116,0.5
80100.00000801116,0.5
80997.68835616438,0.5
81000,0.5
81000,0.5
81000.00000810131,0.5
81000.00000810131,0.5
81897.66267123287,0.5
81900,0.5
81900,0.5
81900.00000819063,0.5
81900.00000819063,0.5
82797.63698630137,0.5
82800,0.5
82800,0.5
82800.00000828016,0.5
82800.00000828016,0.5
83697.61130136986,0.5
83700,0.5
83700,0.5
83700.00000837134,0.5
83700.00000837134,0.5
84597.58561643836,0.5
84600,0.5
84600,0.5
84600.00000846173,0.5
84600.00000846173,0.5
85497.55993150685,0.5
85500,0.5
85500,0.5
85500.00000855168,0.5
85500.00000855168,0.5
86397.53424657535,0.5
86400,0.5
86400,0.5
86400.0000086409,0.5
86400.0000086409,0.5
87297.50856164383,0.5
87300,0.5
87300,0.5
87300.00000873153,0.5
87300.00000873153,0.5
88197.48287671233,0.5
88200,0.5
88200,0.5
88200.00000882066,0.5
88200.00000882066,0.5
89097.45719178082,0.5
89100,0.5
89100,0.5
89100.00000891133,0.5
89100.00000891133,0.5
89997.43150684932,0.5
90000,0.5
90000,0.5
90000.000009001,0.5
90000.000009001,0.5
90897.40582191781,0.5
90900,0.5
90900,0.5
90900.00000909108,0.5
90900.00000909108,0.5
91797.38013698631,0.5
91800,0.5
91800,0.5
91800.00000918015,0.5
91800.00000918015,0.5
92697.35445205479,0.5
92700,0.5
92700,0.5
92700.00000927038,0.5
92700.00000927038,0.5
93597.32876712328,0.5
93600,0.5
93600,0.5
93600.00000936052,0.5
93600.00000936052,0.5
94497.30308219178,0.5
94500,0.5
94500,0.5
94500.00000945083,0.5
94500.00000945083,0.5
95397.27739726027,0.5
95400,0.5
95400,0.5
95400.0000095412,0.5
95400.0000095412,0.5
96297.25171232877,0.5
96300,0.5
96300,0.5
96300.00000963152,0.5
96300.00000963152,0.5
97197.22602739726,0.5
97200,0.5
97200,0.5
97200.00000972078,0.5
97200.00000972078,0.5
98097.20034246576,0.5
98100,0.5
98100,0.5
98100.00000981067,0.5
98100.00000981067,0.5
98997.17465753424,0.5
99000,0.5
99000,0.5
99000.0000099001,0.5
99000.0000099001,0.5
99897.14897260274,0.5
99900,0.5
99900,0.5
99900.00000999123,0.5
99900.00000999123,0.5
100797.1232876712,0.5
100800,0.5
100800,0.5
100800.0000100812,0.5
100800.0000100812,0.5
101697.0976027397,0.5
101700,0.5
101700,0.5
101700.0000101702,0.5
101700.0000101702,0.5
102597.0719178082,0.5
102600,0.5
102600,0.5
102600.0000102612,0.5
102600.0000102612,0.5
103497.0462328767,0.5
103500,0.5
103500,0.5
103500.0000103511,0.5
103500.0000103511,0.5
104397.0205479452,0.5
104400,0.5
104400,0.5
104400.0000104402,0.5
104400.0000104402,0.5
105296.9948630137,0.5
105300,0.5
105300,0.5
105300.0000105308,0.5
105300.0000105308,0.5
106196.9691780822,0.5
106200,0.5
106200,0.5
106200.0000106212,0.5
106200.0000106212,0.5
107096.9434931507,0.5
107100,0.5
107100,0.5
107100.0000107109,0.5
107100.0000107109,0.5
107996.9178082192,0.5
108000,0.5
108000,0.5
108000.0000108008,0.5
108000.0000108008,0.5
108896.8921232877,0.5
108900,0.5
108900,0.5
108900.0000108907,0.5
108900.0000108907,0.5
109796.8664383562,0.5
109800,0.5
109800,0.5
109800.0000109805,0.5
109800.0000109805,0.5
110696.8407534247,0.5
110700,0.5
110700,0.5
110700.0000110703,0.5
110700.0000110703,0.5
111596.8150684931,0.5
111600,0.5
111600,0.5
111600.0000111622,0.5
111600.0000111622,0.5
112496.7893835616,0.5
112500,0.5
112500,0.5
112500.0000112506,0.5
112500.0000112506,0.5
113396.7636986301,0.5
113400,0.5
113400,0.5
113400.0000113407,0.5
113400.0000113407,0.5
114296.7380136986,0.5
114300,0.5
114300,0.5
114300.0000114314,0.5
114300.0000114314,0.5
115196.7123287671,0.5
115200,0.5
115200,0.5
115200.0000115211,0.5
115200.0000115211,0.5
116096.6866438356,0.5
116100,0.5
116100,0.5
116100.0000116105,0.5
116100.0000116105,0.5
116996.6609589041,0.5
117000,0.5
117000,0.5
117000.0000117003,0.5
117000.0000117003,0.5
117896.6352739726,0.5
117900,0.5
117900,0.5
117900.0000117925,0.5
117900.0000117925,0.5
118796.6095890411,0.5
118800,0.5
118800,0.5
118800.000011881,0.5
118800.000011881,0.5
119696.5839041096,0.5
119700,0.5
119700,0.5
119700.0000119716,0.5
119700.0000119716,0.5
120596.5582191781,0.5
120600,0.5
120600,0.5
120600.0000120614,0.5
120600.0000120614,0.5
121496.5325342466,0.5
121500,0.5
121500,0.5
121500.0000121502,0.5
121500.0000121502,0.5
122396.5068493151,0.5
122400,0.5
122400,0.5
122400.0000122414,0.5
122400.0000122414,0.5
123296.4811643836,0.5
123300,0.5
123300,0.5
123300.0000123307,0.5
123300.0000123307,0.5
124196.4554794521,0.5
124200,0.5
124200,0.5
124200.0000124224,0.5
124200.0000124224,0.5
125096.4297945205,0.5
125100,0.5
125100,0.5
125100.0000125112,0.5
125100.0000125112,0.5
125996.404109589,0.5
126000,0.5
126000,0.5
126000.000012601,0.5
126000.000012601,0.5
126896.3784246575,0.5
126900,0.5
126900,0.5
126900.0000126902,0.5
126900.0000126902,0.5
127796.352739726,0.5
127800,0.5
127800,0.5
127800.0000127809,0.5
127800.0000127809,0.5
128696.3270547945,0.5
128700,0.5
128700,0.5
128700.0000128702,0.5
128700.0000128702,0.5
129596.301369863,0.5
129600,0.5
129600,0.5
129600.0000129613,0.5
129600.0000129613,0.5
130496.2756849315,0.5
130500,0.5
130500,0.5
130500.0000130503,0.5
130500.0000130503,0.5
131396.25,0.5
131400,0.5
131400,0.5
131400.0000131403,0.5
131400.0000131403,0.5
132296.2243150685,0.5
132300,0.5
132300,0.5
132300.0000132303,0.5
132300.0000132303,0.5
133196.198630137,0.5
133200,0.5
133200,0.5
133200.0000133216,0.5
133200.0000133216,0.5
134096.1729452055,0.5
134100,0.5
134100,0.5
134100.0000134103,0.5
134100.0000134103,0.5
134996.147260274,0.5
135000,0.5
135000,0.5
135000.0000135008,0.5
135000.0000135008,0.5
135896.1215753425,0.5
135900,0.5
135900,0.5
135900.0000135904,0.5
135900.0000135904,0.5
136796.095890411,0.5
136800,0.5
136800,0.5
136800.0000136809,0.5
136800.0000136809,0.5
137696.0702054795,0.5
137700,0.5
137700,0.5
137700.0000137716,0.5
137700.0000137716,0.5
138596.0445205479,0.5
138600,0.5
138600,0.5
138600.0000138612,0.5
138600.0000138612,0.5
139496.0188356164,0.5
139500,0.5
139500,0.5
139500.0000139504,0.5
139500.0000139504,0.5
140395.9931506849,0.5
140400,0.5
140400,0.5
140400.0000140406,0.5
140400.0000140406,0.5
141295.9674657534,0.5
141300,0.5
141300,0.5
141300.0000141302,0.5
141300.0000141302,0.5
142195.9417808219,0.5
142200,0.5
142200,0.5
142200.0000142215,0.5
142200.0000142215,0.5
143095.9160958904,0.5
143100,0.5
143100,0.5
143100.000014311,0.5
143100.000014311,0.5
143995.8904109589,0.5
144000,0.5
144000,0.5
144000.0000144001,0.5
144000.0000144001,0.5
144895.8647260274,0.5
144900,0.5
144900,0.5
144900.0000144928,0.5
144900.0000144928,0.5
145795.8390410959,0.5
145800,0.5
145800,0.5
145800.0000145822,0.5
145800.0000145822,0.5
146695.8133561644,0.5
146700,0.5
146700,0.5
146700.0000146715,0.5
146700.0000146715,0.5
147595.7876712329,0.5
147600,0.5
147600,0.5
147600.0000147626,0.5
147600.0000147626,0.5
148495.7619863014,0.5
148500,0.5
148500,0.5
148500.0000148514,0.5
148500.0000148514,0.5
149395.7363013698,0.5
149400,0.5
149400,0.5
149400.0000149428,0.5
149400.0000149428,0.5
150295.7106164384,0.5
150300,0.5
150300,0.5
150300.0000150319,0.5
150300.0000150319,0.5
151195.6849315068,0.5
151200,0.5
151200,0.5
151200.0000151228,0.5
151200.0000151228,0.5
152095.6592465753,0.5
152100,0.5
152100,0.5
152100.0000152116,0.5
152100.0000152116,0.5
152995.6335616438,0.5
153000,0.5
153000,0.5
153000.000015301,0.5
153000.000015301,0.5
153895.6078767123,0.5
153900,0.5
153900,0.5
153900.0000153904,0.5
153900.0000153904,0.5
154795.5821917808,0.5
154800,0.5
154800,0.5
154800.0000154813,0.5
154800.0000154813,0.5
155695.5565068493,0.5
155700,0.5
155700,0.5
155700.0000155704,0.5
155700.0000155704,0.5
156595.5308219178,0.5
156600,0.5
156600,0.5
156600.0000156616,0.5
156600.0000156616,0.5
157495.5051369863,0.5
157500,0.5
157500,0.5
157500.0000157506,0.5
157500.0000157506,0.5
158395.4794520548,0.5
158400,0.5
158400,0.5
158400.0000158415,0.5
158400.0000158415,0.5
159295.4537671233,0.5
159300,0.5
159300,0.5
159300.0000159306,0.5
159300.0000159306,0.5
160195.4280821918,0.5
160200,0.5
160200,0.5
160200.0000160205,0.5
160200.0000160205,0.5
161095.4023972603,0.5
161100,0.5
161100,0.5
161100.0000161114,0.5
161100.0000161114,0.5
161995.3767123288,0.5
162000,0.5
162000,0.5
162000.0000162004,0.5
162000.0000162004,0.5
162895.3510273973,0.5
162900,0.5
162900,0.5
162900.0000162909,0.5
162900.0000162909,0.5
163795.3253424657,0.5
163800,0.5
163800,0.5
163800.0000163816,0.5
163800.0000163816,0.5
164695.2996575343,0.5
164700,0.5
164700,0.5
164700.0000164718,0.5
164700.0000164718,0.5
165595.2739726027,0.5
165600,0.5
165600,0.5
165600.0000165619,0.5
165600.0000165619,0.5
166495.2482876712,0.5
166500,0.5
166500,0.5
166500.0000166508,0.5
166500.0000166508,0.5
167395.2226027397,0.5
167400,0.5
167400,0.5
167400.0000167408,0.5
167400.0000167408,0.5
168295.1969178082,0.5
168300,0.5
168300,0.5
168300.0000168322,0.5
168300.0000168322,0.5
169195.1712328767,0.5
169200,0.5
169200,0.5
169200.0000169217,0.5
169200.0000169217,0.5
170095.1455479452,0.5
170100,0.5
170100,0.5
170100.0000170108,0.5
170100.0000170108,0.5
170995.1198630137,0.5
171000,0.5
171000,0.5
171000.0000171007,0.5
171000.0000171007,0.5
171895.0941780822,0.5
171900,0.5
171900,0.5
171900.0000171907,0.5
171900.0000171907,0.5
172795.0684931507,0.5
172800,0.5
172800,0.5
172800.0000172817,0.5
172800.0000172817,0.5
173695.0428082192,0.5
173700,0.5
173700,0.5
173700.0000173706,0.5
173700.0000173706,0.5
174595.0171232877,0.5
174600,0.5
174600,0.5
174600.0000174616,0.5
174600.0000174616,0.5
175494.9914383562,0.5
175500,0.5
175500,0.5
175500.0000175505,0.5
175500.0000175505,0.5
176394.9657534247,0.5
176400,0.5
176400,0.5
176400.0000176434,0.5
176400.0000176434,0.5
177294.9400684932,0.5
177300,0.5
177300,0.5
177300.0000177319,0.5
177300.0000177319,0.5
178194.9143835616,0.5
178200,0.5
178200,0.5
178200.0000178233,0.5
178200.0000178233,0.5
179094.8886986302,0.5
179100,0.5
179100,0.5
179100.0000179107,0.5
179100.0000179107,0.5
179994.8630136986,0.5
180000,0.5
180000,0.5
180000.0000180003,0.5
180000.0000180003,0.5
180894.8373287671,0.5
180900,0.5
180900,0.5
180900.0000180909,0.5
180900.0000180909,0.5
181794.8116438356,0.5
181800,0.5
181800,0.5
181800.0000181815,0.5
181800.0000181815,0.5
182694.7859589041,0.5
182700,0.5
182700,0.5
182700.0000182719,0.5
182700.0000182719,0.5
183594.7602739726,0.5
183600,0.5
183600,0.5
183600.000018361,0.5
183600.000018361,0.5
184494.7345890411,0.5
184500,0.5
184500,0.5
184500.0000184517,0.5
184500.0000184517,0.5
185394.7089041096,0.5
185400,0.5
185400,0.5
185400.0000185425,0.5
185400.0000185425,0.5
186294.6832191781,0.5
186300,0.5
186300,0.5
186300.0000186315,0.5
186300.0000186315,0.5
187194.6575342466,0.5
187200,0.5
187200,0.5
187200.0000187204,0.5
187200.0000187204,0.5
188094.6318493151,0.5
188100,0.5
188100,0.5
188100.0000188106,0.5
188100.0000188106,0.5
188994.6061643836,0.5
189000,0.5
189000,0.5
189000.0000189028,0.5
189000.0000189028,0.5
189894.5804794521,0.5
189900,0.5
189900,0.5
189900.000018991,0.5
189900.000018991,0.5
190794.5547945205,0.5
190800,0.5
190800,0.5
190800.0000190811,0.5
190800.0000190811,0.5
191694.529109589,0.5
191700,0.5
191700,0.5
191700.0000191709,0.5
191700.0000191709,0.5
192594.5034246575,0.5
192600,0.5
192600,0.5
192600.0000192615,0.5
192600.0000192615,0.5
193494.477739726,0.5
193500,0.5
193500,0.5
193500.0000193521,0.5
193500.0000193521,0.5
194394.4520547945,0.5
194400,0.5
194400,0.5
194400.0000194412,0.5
194400.0000194412,0.5
195294.426369863,0.5
195300,0.5
195300,0.5
195300.0000195303,0.5
195300.0000195303,0.5
196194.4006849315,0.5
196200,0.5
196200,0.5
196200.0000196206,0.5
196200.0000196206,0.5
197094.375,0.5
197100,0.5
197100,0.5
197100.0000197125,0.5
197100.0000197125,0.5
197994.3493150685,0.5
198000,0.5
198000,0.5
198000.0000198023,0.5
198000.0000198023,0.5
198894.323630137,0.5
198900,0.5
198900,0.5
198900.0000198913,0.5
198900.0000198913,0.5
199794.2979452055,0.5
199800,0.5
199800,0.5
199800.0000199802,0.5
199800.0000199802,0.5
200694.272260274,0.5
200700,0.5
200700,0.5
200700.0000200729,0.5
200700.0000200729,0.5
201594.2465753425,0.5
201600,0.5
201600,0.5
201600.0000201617,0.5
201600.0000201617,0.5
202494.220890411,0.5
202500,0.5
202500,0.5
202500.0000202518,0.5
202500.0000202518,0.5
203394.1952054795,0.5
203400,0.5
203400,0.5
203400.0000203417,0.5
203400.0000203417,0.5
204294.1695205479,0.5
204300,0.5
204300,0.5
204300.0000204305,0.5
204300.0000204305,0.5
205194.1438356164,0.5
205200,0.5
205200,0.5
205200.0000205224,0.5
205200.0000205224,0.5
206094.1181506849,0.5
206100,0.5
206100,0.5
206100.0000206116,0.5
206100.0000206116,0.5
206994.0924657534,0.5
207000,0.5
207000,0.5
207000.0000207007,0.5
207000.0000207007,0.5
207894.0667808219,0.5
207900,0.5
207900,0.5
207900.0000207911,0.5
207900.0000207911,0.5
208794.0410958904,0.5
208800,0.5
208800,0.5
208800.0000208809,0.5
208800.0000208809,0.5
209694.0154109589,0.5
209700,0.5
209700,0.5
209700.0000209726,0.5
209700.0000209726,0.5
210593.9897260274,0.5
210600,0.5
210600,0.5
210600.0000210606,0.5
210600.0000210606,0.5
211493.9640410959,0.5
211500,0.5
211500,0.5
211500.0000211502,0.5
211500.0000211502,0.5
212393.9383561644,0.5
212400,0.5
212400,0.5
212400.0000212402,0.5
212400.0000212402,0.5
213293.9126712329,0.5
213300,0.5
213300,0.5
213300.0000213329,0.5
213300.0000213329,0.5
214193.8869863014,0.5
214200,0.5
214200,0.5
214200.0000214203,0.5
214200.0000214203,0.5
215093.8613013698,0.5
215100,0.5
215100,0.5
215100.0000215101,0.5
215100.0000215101,0.5
215993.8356164384,0.5
216000,0.5
216000,0.5
216000.000021601,0.5
216000.000021601,0.5
216893.8099315068,0.5
216900,0.5
216900,0.5
216900.0000216919,0.5
216900.0000216919,0.5
217793.7842465753,0.5
217800,0.5
217800,0.5
217800.0000217843,0.5
217800.0000217843,0.5
218693.7585616438,0.5
218700,0.5
218700,0.5
218700.0000218703,0.5
218700.0000218703,0.5
219593.7328767123,0.5
219600,0.5
219600,0.5
219600.0000219644,0.5
219600.0000219644,0.5
220493.7071917808,0.5
220500,0.5
220500,0.5
220500.0000220544,0.5
220500.0000220544,0.5
221393.6815068493,0.5
221400,0.5
221400,0.5
221400.0000221418,0.5
221400.0000221418,0.5
222293.6558219178,0.5
222300,0.5
222300,0.5
222300.0000222325,0.5
222300.0000222325,0.5
223193.6301369863,0.5
223200,0.5
223200,0.5
223200.0000223215,0.5
223200.0000223215,0.5
224093.6044520548,0.5
224100,0.5
224100,0.5
224100.0000224115,0.5
224100.0000224115,0.5
224993.5787671233,0.5
225000,0.5
225000,0.5
225000.0000225015,0.5
225000.0000225015,0.5
225893.5530821918,0.5
225900,0.5
225900,0.5
225900.0000225911,0.5
225900.0000225911,0.5
226793.5273972603,0.5
226800,0.5
226800,0.5
226800.0000226804,0.5
226800.0000226804,0.5
227693.5017123288,0.5
227700,0.5
227700,0.5
227700.0000227743,0.5
227700.0000227743,0.5
228593.4760273973,0.5
228600,0.5
228600,0.5
228600.0000228622,0.5
228600.0000228622,0.5
229493.4503424657,0.5
229500,0.5
229500,0.5
229500.0000229526,0.5
229500.0000229526,0.5
230393.4246575343,0.5
230400,0.5
230400,0.5
230400.0000230441,0.5
230400.0000230441,0.5
231293.3989726027,0.5
231300,0.5
231300,0.5
231300.0000231319,0.5
231300.0000231319,0.5
232193.3732876712,0.5
232200,0.5
232200,0.5
232200.0000232215,0.5
232200.0000232215,0.5
233093.3476027397,0.5
233100,0.5
233100,0.5
233100.0000233109,0.5
233100.0000233109,0.5
233993.3219178082,0.5
234000,0.5
234000,0.5
234000.0000234007,0.5
234000.0000234007,0.5
234893.2962328767,0.5
234900,0.5
234900,0.5
234900.000023494,0.5
234900.000023494,0.5
235793.2705479452,0.5
235800,0.5
235800,0.5
235800.0000235839,0.5
235800.0000235839,0.5
236693.2448630137,0.5
236700,0.5
236700,0.5
236700.0000236718,0.5
236700.0000236718,0.5
237593.2191780822,0.5
237600,0.5
237600,0.5
237600.0000237637,0.5
237600.0000237637,0.5
238493.1934931507,0.5
238500,0.5
238500,0.5
238500.0000238549,0.5
238500.0000238549,0.5
239393.1678082192,0.5
239400,0.5
239400,0.5
239400.000023941,0.5
239400.000023941,0.5
240293.1421232877,0.5
240300,0.5
240300,0.5
240300.0000240308,0.5
240300.0000240308,0.5
241193.1164383562,0.5
241200,0.5
241200,0.5
241200.0000241206,0.5
241200.0000241206,0.5
242093.0907534247,0.5
242100,0.5
242100,0.5
242100.0000242119,0.5
242100.0000242119,0.5
242993.0650684932,0.5
243000,0.5
243000,0.5
243000.0000243031,0.5
243000.0000243031,0.5
243893.0393835616,0.5
243900,0.5
243900,0.5
243900.0000243929,0.5
243900.0000243929,0.5
244793.0136986302,0.5
244800,0.5
244800,0.5
244800.0000244817,0.5
244800.0000244817,0.5
245692.9880136986,0.5
245700,0.5
245700,0.5
245700.000024571,0.5
245700.000024571,0.5
246592.9623287671,0.5
246600,0.5
246600,0.5
246600.0000246606,0.5
246600.0000246606,0.5
247492.9366438356,0.5
247500,0.5
247500,0.5
247500.0000247518,0.5
247500.0000247518,0.5
248392.9109589041,0.5
248400,0.5
248400,0.5
248400.0000248407,0.5
248400.0000248407,0.5
249292.8852739726,0.5
249300,0.5
249300,0.5
249300.0000249309,0.5
249300.0000249309,0.5
250192.8595890411,0.5
250200,0.5
250200,0.5
250200.0000250211,0.5
250200.0000250211,0.5
251092.8339041096,0.5
251100,0.5
251100,0.5
251100.0000251115,0.5
251100.0000251115,0.5
251992.8082191781,0.5
252000,0.5
252000,0.5
252000.0000252016,0.5
252000.0000252016,0.5
