time,solar,meter_load,building_load,opt_load,opt_load_intplt,inverter_control
2022-03-01 00:00:00,-93.0,-18980.65182292,-18887.65182292,8078.5,8078.5,-27059.15182292
2022-03-01 00:15:00,-93.0,-21347.288020826665,-21254.288020826665,8078.5,8078.5,-29425.788020826665
2022-03-01 00:30:00,-93.0,-20863.807031253335,-20770.807031253335,8078.5,8078.5,-28942.307031253335
2022-03-01 00:45:00,-106.0,-21250.331901046666,-21144.331901046666,8078.5,8078.5,-29328.831901046666
2022-03-01 01:00:00,-79.0,-20410.336588539998,-20331.336588539998,8078.5,8078.5,-28488.836588539998
2022-03-01 01:15:00,-93.0,-22661.476953133337,-22568.476953133337,8078.5,8078.5,-30739.976953133337
2022-03-01 01:30:00,-79.0,-21112.52135416,-21033.52135416,8078.5,8078.5,-29191.02135416
2022-03-01 01:45:00,-93.0,-21337.609114593335,-21244.609114593335,8078.5,8078.5,-29416.109114593335
2022-03-01 02:00:00,-79.0,-20652.41289063334,-20573.41289063334,8078.5,8078.5,-28730.91289063334
2022-03-01 02:15:00,-93.0,-16692.58372396,-16599.58372396,8078.5,8078.5,-24771.08372396
2022-03-01 02:30:00,-93.0,-16284.659570313333,-16191.659570313333,8078.5,8078.5,-24363.159570313335
2022-03-01 02:45:00,-93.0,-16153.932161459998,-16060.932161459998,8078.5,8078.5,-24232.432161459998
2022-03-01 03:00:00,-93.0,-16458.175976573333,-16365.175976573333,8078.5,8078.5,-24536.675976573333
2022-03-01 03:15:00,-93.0,-16087.760416673333,-15994.760416673333,8078.5,8078.5,-24166.260416673333
2022-03-01 03:30:00,-93.0,-18045.731770853334,-17952.731770853334,8078.5,8078.5,-26124.231770853334
2022-03-01 03:45:00,-79.0,-15959.295572913334,-15880.295572913334,8078.5,8078.5,-24037.795572913332
2022-03-01 04:00:00,-93.0,-16813.77460938,-16720.77460938,8078.5,8078.5,-24892.27460938
2022-03-01 04:15:00,-93.0,-15984.754557293334,-15891.754557293334,8078.5,8078.5,-24063.254557293334
2022-03-01 04:30:00,-93.0,-16722.919335926665,-16629.919335926665,8078.5,8078.5,-24801.419335926665
2022-03-01 04:45:00,-93.0,-16103.097265626666,-16010.097265626666,8078.5,8078.5,-24181.597265626668
2022-03-01 05:00:00,-92.92857142857143,-16281.519335939996,-16188.590764511428,8078.5,8078.5,-24360.019335939996
2022-03-01 05:15:00,-93.80000000000001,-16240.993554693332,-16147.193554693335,8078.5,8078.5,-24319.493554693334
2022-03-01 05:30:00,-91.80000000000001,-16385.97845052,-16294.178450520001,8078.5,8078.5,-24464.47845052
2022-03-01 05:45:00,-89.2,-16374.378906246666,-16285.178906246663,8078.5,8078.5,-24452.878906246668
2022-03-01 06:00:00,-204.73333333333335,-16151.056710385714,-15946.32337705238,8078.5,8078.5,-24229.556710385714
2022-03-01 06:15:00,45.00000000000002,-16699.74895834,-16744.74895834,8078.5,8078.5,-24778.24895834
2022-03-01 06:30:00,1799.8,-14937.813541653333,-16737.613541653333,8078.5,8078.5,-23016.313541653333
2022-03-01 06:45:00,3854.1333333333328,-13441.711565307141,-17295.844898640473,8078.5,8078.5,-21520.21156530714
2022-03-01 07:00:00,7830.666666666667,-19348.906640633337,-27179.573307300005,8078.5,8078.5,-27427.406640633337
2022-03-01 07:15:00,13797.133333333333,-17912.66158854,-31709.794921873334,8078.5,8078.5,-25991.16158854
2022-03-01 07:30:00,23874.466666666667,-9229.909537752,-33104.376204418666,8078.5,8078.5,-17308.409537752
2022-03-01 07:45:00,33747.71428571429,29.785278320799993,-33717.92900739349,8078.5,8078.5,-8048.7147216792
2022-03-01 08:00:00,43047.4,4711.033463542067,-38336.366536457936,8078.5,8078.5,-3367.466536457933
2022-03-01 08:15:00,52098.933333333334,13754.790950529334,-38344.142382804,9385.400000000001,9385.400000000001,4369.390950529332
2022-03-01 08:30:00,60818.466666666674,20298.061662935714,-40520.405003730964,10431.0,10431.0,9867.061662935714
2022-03-01 08:45:00,69283.13333333335,30060.342708326665,-39222.79062500668,10825.0,10825.0,19235.342708326665
2022-03-01 09:00:00,77481.0,36511.79427084,-40969.20572916,10978.0,10978.0,25533.79427084
2022-03-01 09:15:00,84592.26666666668,43932.63541666,-40659.63125000668,11121.0,11121.0,32811.63541666
2022-03-01 09:30:00,90784.93333333335,49763.0125,-41021.92083333335,11311.0,11311.0,38452.0125
2022-03-01 09:45:00,95833.20000000001,56450.12447916,-39383.075520840015,11580.0,11580.0,44870.12447916
2022-03-01 10:00:00,83120.46666666667,59197.898697913326,-23922.56796875335,11792.0,11792.0,47405.898697913326
2022-03-01 10:15:00,76482.06666666667,23929.833398427334,-52552.23326823933,11423.0,11423.0,12506.833398427334
2022-03-01 10:30:00,100870.13333333333,61784.27760417333,-39085.85572916,12111.0,12111.0,49673.27760417333
2022-03-01 10:45:00,100836.66666666666,62492.49817708667,-38344.168489579984,12229.0,12229.0,50263.49817708667
2022-03-01 11:00:00,100909.33333333333,63189.133593759994,-37720.199739573334,12326.0,12326.0,50863.133593759994
2022-03-01 11:15:00,100891.26666666666,60932.44973959333,-39958.816927073334,12333.0,12333.0,48599.44973959333
2022-03-01 11:30:00,100871.33333333333,59680.845052079996,-41190.48828125333,12351.0,12351.0,47329.845052079996
2022-03-01 11:45:00,100860.26666666666,56020.933333333334,-44839.33333333333,12301.0,12301.0,43719.933333333334
2022-03-01 12:00:00,100837.28571428571,52756.55755208,-48080.72816220571,12249.0,12249.0,40507.55755208
2022-03-01 12:15:00,100790.42857142858,58346.498697920004,-42443.929873508576,12370.0,12370.0,45976.498697920004
2022-03-01 12:30:00,100782.99999999999,53090.07083333333,-47692.929166666654,12248.0,12248.0,40842.07083333333
2022-03-01 12:45:00,100777.59999999999,53832.73255208667,-46944.86744791332,12235.0,12235.0,41597.73255208667
2022-03-01 13:00:00,100765.93333333333,54230.812239579995,-46535.12109375334,12203.0,12203.0,42027.812239579995
2022-03-01 13:15:00,100737.46666666666,54379.57369792,-46357.89296874666,12153.0,12153.0,42226.57369792
2022-03-01 13:30:00,100777.8,54496.21796877333,-46281.58203122667,12093.0,12093.0,42403.21796877333
2022-03-01 13:45:00,100831.73333333334,50190.82994792001,-50640.90338541333,11942.0,11942.0,38248.82994792001
2022-03-01 14:00:00,100832.46666666667,41565.459635420004,-50640.90338541333,11868.0,11868.0,29697.459635420004
2022-03-01 14:15:00,100416.26666666666,36115.554947913326,-50640.90338541333,11783.0,11783.0,24332.554947913326
2022-03-01 14:30:00,95999.73333333334,32814.73867188,-50640.90338541333,11632.0,11632.0,21182.738671879997
2022-03-01 14:45:00,89846.06666666667,29641.446875,-50640.90338541333,11474.0,11474.0,18167.446875
2022-03-01 15:00:00,82940.13333333333,21061.81145834,-50640.90338541333,11336.0,11336.0,9725.811458339998
2022-03-01 15:15:00,74601.13333333333,12321.209733074,-50640.90338541333,11213.0,11213.0,1108.2097330739998
2022-03-01 15:30:00,66008.06666666667,7381.5864257759995,-50640.90338541333,11106.0,11106.0,-3724.4135742240005
2022-03-01 15:45:00,57648.0,-6661.278125,-50640.90338541333,11009.0,11009.0,-17670.278125
2022-03-01 16:00:00,48538.53333333333,-14665.816731769333,-50640.90338541333,10907.0,10907.0,-25572.816731769333
2022-03-01 16:15:00,38913.6,-19396.194205733333,-50640.90338541333,10802.0,10802.0,-30198.194205733333
2022-03-01 16:30:00,29912.07142857143,-26953.150651053333,-50640.90338541333,10705.0,10705.0,-37658.150651053336
2022-03-01 16:45:00,20834.133333333335,-22606.710677093335,-43440.84401042667,10664.0,10664.0,-33270.71067709333
2022-03-01 17:00:00,11800.466666666667,-31535.024218753333,-43335.490885420004,10585.0,10585.0,-42120.02421875333
2022-03-01 17:15:00,2225.8,-39443.88723958667,-41669.687239586674,10533.0,10533.0,-49976.88723958667
2022-03-01 17:30:00,-236.07142857142856,-34112.47057290667,-33876.39914433524,10542.0,10542.0,-44654.47057290667
2022-03-01 17:45:00,-193.78571428571428,-37187.26354166667,-36993.47782738095,10520.0,10520.0,-47707.26354166667
2022-03-01 18:00:00,-96.26666666666667,-28500.49270834667,-28404.22604168,10556.0,10556.0,-39056.49270834667
